,GLON,GLAT,Disp,MajAxis,MinAxis,Reff,e_Reff,theta,e_theta,Ecc,HR2,HR3,RelFlag,HierFlag,IDDR1,IDA14,Dist,IDCW,_RA.icrs,_DE.icrs,id
2G0527650+0033257,52.765,0.3326,0.5400000214576721,0.75,0.5899999737739563,0.6700000166893005,0.25999999046325684,24,97,0.6200000047683716,0.07999999821186066,0.2199999988079071,R,,1G052766+003333,G052.766+00.333,9.600000381469727,,291.8922,17.734,1110
2G0528558-0053213,52.8558,-0.5321,2.049999952316284,5.349999904632568,4.610000133514404,4.989999771118164,1.2699999809265137,39,112,0.5099999904632568,0.09000000357627869,0.25999999046325684,R,,1G052845-005363,G052.799-00.534,,,292.734,17.3996,1111
2G0528963-0088045,52.8964,-0.8804,0.33000001311302185,0.33000001311302185,0.27000001072883606,0.30000001192092896,0.15000000596046448,169,87,0.5699999928474426,0.10999999940395355,0.10999999940395355,C,,1G052896-008829,G052.895-00.878,,,293.0743,17.2675,1112
2G0529451+0028861,52.9451,0.2886,0.49000000953674316,0.5299999713897705,0.3199999928474426,0.4399999976158142,0.18000000715255737,48,60,0.800000011920929,,0.1899999976158142,C,,,G052.951+00.286,,,292.0231,17.8713,1113
2G0529942+0013247,52.9942,0.1325,0.3799999952316284,0.7099999785423279,0.5400000214576721,0.6299999952316284,0.20000000298023224,46,62,0.6499999761581421,,0.18000000715255737,C,,,,,,292.1918,17.8398,1114
2G0530675+0018082,53.0676,0.1808,0.8399999737739563,4.380000114440918,3.890000104904175,4.139999866485596,0.6700000166893005,170,114,0.46000000834465027,,0.14000000059604645,C,,1G053084+002253,G053.095+00.212,10.300000190734863,,292.1841,17.9273,1115
2G0530857+0009891,53.0857,0.0989,0.09000000357627869,0.49000000953674316,0.4399999976158142,0.4699999988079071,0.05999999865889549,164,115,0.4399999976158142,0.10999999940395355,0.3199999928474426,R,,1G053087+000988,G053.084+00.097,,,292.2688,17.9041,1116
2G0530951+0024920,53.0951,0.2492,0.5899999737739563,1.2300000190734863,0.9700000286102295,1.1100000143051147,0.3199999928474426,32,86,0.6100000143051147,,0.12999999523162842,C,,,,,,292.1348,17.9842,1117
2G0531370+0014054,53.137,0.1405,0.3400000035762787,1.5099999904632568,0.8399999737739563,1.2200000286102295,0.17000000178813934,21,34,0.8299999833106995,,0.1599999964237213,C,,,G053.134+00.123,,,292.2562,17.969,1118
2G0531480+0007143,53.148,0.0714,0.7400000095367432,3.0,2.2699999809265137,2.6600000858306885,0.6700000166893005,55,92,0.6600000262260437,0.17000000178813934,0.07999999821186066,R,,1G053161+000641,G053.141+00.069,,,292.3255,17.9456,1119
2G0531555+0020521,53.1556,0.2052,0.11999999731779099,0.3499999940395355,0.20000000298023224,0.28999999165534973,0.07999999821186066,128,132,0.8199999928474426,0.05000000074505806,0.20000000298023224,R,,,G053.155+00.204,,,292.2058,18.0163,1120
2G0531737+0014982,53.1738,0.1498,0.23000000417232513,1.3799999952316284,0.8500000238418579,1.1399999856948853,0.23000000417232513,176,107,0.7900000214576721,0.3100000023841858,0.33000001311302185,R,,1G053174+001497,G053.175+00.150,9.699999809265137,,292.2661,18.0058,1121
2G0532067+0015261,53.2067,0.1526,0.18000000715255737,0.7900000214576721,0.550000011920929,0.6800000071525574,0.17000000178813934,157,59,0.7200000286102295,0.05999999865889549,0.20999999344348907,R,,1G053206+001514,G053.207+00.152,9.899999618530273,,292.2801,18.036,1122
2G0533351+0089176,53.3351,0.8918,0.15000000596046448,0.6399999856948853,0.4300000071525574,0.5400000214576721,0.10000000149011612,78,62,0.75,0.11999999731779099,0.11999999731779099,R,,1G053335+008954,G053.334+00.894,,,291.6605,18.5016,1123
2G0535477-0001400,53.5477,-0.014,1.1799999475479126,2.7200000286102295,2.180000066757202,2.4700000286102295,0.7599999904632568,32,93,0.6000000238418579,0.3100000023841858,0.38999998569488525,R,,1G053551-000082,G053.541-00.011,,N115,292.606,18.2554,1124
2G0535972+0004682,53.5973,0.0468,0.1899999976158142,0.9700000286102295,0.6299999952316284,0.8199999928474426,0.17000000178813934,25,62,0.7599999904632568,0.15000000596046448,0.17000000178813934,R,,1G053600+000497,G053.601+00.050,,,292.5749,18.3281,1125
2G0536152-0024302,53.6153,-0.243,0.14000000059604645,0.5899999737739563,0.4099999964237213,0.5099999904632568,0.09000000357627869,67,75,0.7200000286102295,,0.20000000298023224,C,,1G053614-002437,G053.610-00.246,,,292.8516,18.2045,1126
2G0536488-0005315,53.6488,-0.0532,0.1599999964237213,0.38999998569488525,0.30000001192092896,0.3499999940395355,0.17000000178813934,118,132,0.6299999952316284,0.05000000074505806,0.10000000149011612,C,,,G053.649-00.054,,,292.6934,18.3252,1127
2G0538194-0006169,53.8195,-0.0617,0.30000001192092896,0.9100000262260437,0.699999988079071,0.8100000023841858,0.33000001311302185,19,104,0.6299999952316284,0.10000000149011612,0.10999999940395355,C,,,G053.822-00.057,5.0,,292.7877,18.4708,1128
2G0540494-0008774,54.0495,-0.0877,0.5099999904632568,2.25,1.4299999475479126,1.8799999952316284,0.28999999165534973,9,43,0.7699999809265137,,0.11999999731779099,C,,,,,,292.9286,18.6599,1129
2G0541090-0006651,54.109,-0.0665,0.6000000238418579,2.0,1.5800000429153442,1.7999999523162842,0.5,40,84,0.6100000143051147,0.28999999165534973,0.3199999928474426,R,,1G054106-000635,G054.099-00.068,,N117 N116,292.9392,18.7222,1130
2G0543771-0005778,54.3771,-0.0578,1.340000033378601,1.559999942779541,1.1299999952316284,1.3600000143051147,0.550000011920929,43,116,0.6899999976158142,0.11999999731779099,0.1599999964237213,R,,,G054.376-00.050,,,293.0678,18.9613,1131
2G0544824+0092419,54.4825,0.9242,0.6000000238418579,2.200000047683716,1.4299999475479126,1.8600000143051147,0.5199999809265137,41,68,0.7599999904632568,0.14000000059604645,0.25,R,,1G054480+009282,G054.490+00.930,7.300000190734863,,292.2091,19.5254,1132
2G0546745+0059955,54.6746,0.5996,0.49000000953674316,0.8299999833106995,0.41999998688697815,0.6600000262260437,0.17000000178813934,3,55,0.8700000047683716,,0.2199999988079071,C,,,G054.680+00.599,,,292.6091,19.5385,1133
2G0547139-0014463,54.714,-0.1446,0.05000000074505806,0.5099999904632568,0.3100000023841858,0.4300000071525574,0.03999999910593033,37,38,0.7900000214576721,,0.33000001311302185,C,,1G054717-001433,G054.716-00.145,7.199999809265137,,293.3204,19.2143,1134
2G0547524+0074391,54.7524,0.7439,0.12999999523162842,0.6800000071525574,0.47999998927116394,0.5899999737739563,0.07999999821186066,13,118,0.7099999785423279,0.07000000029802322,0.17000000178813934,R,,1G054753+007453,G054.753+00.745,,,292.5143,19.676,1135
2G0547834+0086030,54.7835,0.8603,0.17000000178813934,1.600000023841858,1.350000023841858,1.4800000190734863,0.11999999731779099,168,50,0.5400000214576721,,0.20999999344348907,C,,1G054785+008669,G054.779+00.862,4.900000095367432,,292.4216,19.7591,1136
2G0548372-0039918,54.8372,-0.3992,0.2800000011920929,0.550000011920929,0.41999998688697815,0.49000000953674316,0.17000000178813934,54,126,0.6499999761581421,0.07000000029802322,0.10999999940395355,C,,1G054837-003984,,,,293.6195,19.1987,1137
2G0549278-0047793,54.9279,-0.4779,0.07999999821186066,0.41999998688697815,0.3199999928474426,0.3700000047683716,0.07000000029802322,164,52,0.6499999761581421,,0.3799999952316284,C,,1G054928-004766,G054.928-00.478,,N118,293.739,19.2398,1138
2G0549474-0031596,54.9475,-0.316,2.130000114440918,4.800000190734863,3.190000057220459,4.070000171661377,0.8799999952316284,138,140,0.75,0.09000000357627869,0.10999999940395355,C,,1G054913-003380,G054.913-00.339,,,293.5991,19.3355,1139
2G0551554+0026311,55.1555,0.2631,0.3799999952316284,2.7100000381469727,2.140000104904175,2.440000057220459,0.30000001192092896,9,85,0.6100000143051147,0.11999999731779099,0.18000000715255737,R,,1G055148+002681,G055.148+00.271,,,293.1682,19.7979,1140
2G0551576+0012270,55.1576,0.1227,0.8799999952316284,3.7699999809265137,3.240000009536743,3.509999990463257,0.75,177,108,0.5099999904632568,0.28999999165534973,0.3499999940395355,R,,1G055159+001250,G055.153+00.124,,N119,293.2999,19.7319,1141
2G0552668+0025000,55.2668,0.25,0.2800000011920929,1.340000033378601,1.2699999809265137,1.2999999523162842,0.33000001311302185,26,115,0.3100000023841858,0.46000000834465027,0.3100000023841858,R,,1G055267+002505,G055.268+00.250,,N120,293.2375,19.889,1142
2G0554436+0088760,55.4436,0.8876,0.15000000596046448,0.5899999737739563,0.5400000214576721,0.5699999928474426,0.25999999046325684,16,94,0.41999998688697815,0.4300000071525574,0.49000000953674316,R,,1G055445+008879,G055.442+00.886,,N121,292.7333,20.3512,1143
2G0555787+0066402,55.5788,0.664,0.6600000262260437,2.7799999713897705,1.9900000095367432,2.4200000762939453,0.41999998688697815,34,69,0.699999988079071,,0.12999999523162842,C,,,G055.567+00.701,,,293.0118,20.3621,1144
2G0560283-0010430,56.0283,-0.1043,0.5600000023841858,1.399999976158142,1.1699999570846558,1.2899999618530273,0.5400000214576721,20,104,0.550000011920929,0.1899999976158142,0.10999999940395355,R,,1G056029-001041,G056.033-00.091,,,293.9611,20.3829,1145
2G0560814-0017963,56.0814,-0.1796,0.38999998569488525,1.1100000143051147,0.8299999833106995,0.9800000190734863,0.23000000417232513,13,29,0.6600000262260437,0.05000000074505806,0.11999999731779099,C,,1G056083-001780,G056.083-00.176,4.699999809265137,N122,294.0588,20.3926,1146
2G0560846-0011452,56.0846,-0.1145,0.5799999833106995,1.5199999809265137,0.949999988079071,1.2699999809265137,0.3700000047683716,38,100,0.7799999713897705,0.10000000149011612,0.09000000357627869,C,,1G056081-001073,G056.080-00.106,,,293.9998,20.4271,1147
2G0561570+0007610,56.1571,0.0761,0.11999999731779099,0.44999998807907104,0.36000001430511475,0.4099999964237213,0.09000000357627869,91,109,0.6100000143051147,0.17000000178813934,0.36000001430511475,R,,,G056.153+00.076,9.899999618530273,,293.8598,20.5833,1148
2G0562494-0015751,56.2494,-0.1575,0.05999999865889549,0.25999999046325684,0.2199999988079071,0.23999999463558197,0.03999999910593033,42,73,0.5199999809265137,0.25,0.28999999165534973,R,,,G056.250-00.158,4.699999809265137,,294.1257,20.55,1149
2G0562579-0010555,56.258,-0.1056,0.3700000047683716,1.100000023841858,0.699999988079071,0.9200000166893005,0.3199999928474426,21,102,0.7699999809265137,0.15000000596046448,0.1899999976158142,R,,1G056259-001024,G056.260-00.104,,,294.0818,20.5829,1150
2G0562608-0016736,56.2609,-0.1674,0.10999999940395355,0.4000000059604645,0.3499999940395355,0.3700000047683716,0.07999999821186066,34,87,0.49000000953674316,0.18000000715255737,0.4000000059604645,R,,,G056.263-00.171,4.699999809265137,,294.1409,20.5553,1151
2G0562654-0027789,56.2655,-0.2779,0.6600000262260437,0.949999988079071,0.7099999785423279,0.8399999737739563,0.28999999165534973,26,88,0.6600000262260437,0.23000000417232513,0.15000000596046448,R,,1G056266-002766,G056.261-00.281,,,294.2463,20.5053,1152
2G0562736-0057164,56.2737,-0.5716,0.1899999976158142,0.5299999713897705,0.4000000059604645,0.4699999988079071,0.15000000596046448,33,69,0.6600000262260437,0.4300000071525574,0.05999999865889549,R,,1G056274-005712,G056.274-00.571,,,294.5239,20.3687,1153
2G0564054+0042573,56.4054,0.4257,0.3400000035762787,1.090000033378601,0.8299999833106995,0.9700000286102295,0.28999999165534973,32,85,0.6499999761581421,0.3799999952316284,0.27000001072883606,R,,1G056410+004257,G056.412+00.423,9.899999618530273,,293.6621,20.9702,1154
2G0564208-0002692,56.4208,-0.0269,0.5699999928474426,0.5299999713897705,0.4099999964237213,0.4699999988079071,0.25,43,90,0.6299999952316284,0.09000000357627869,0.10000000149011612,C,,,G056.413-00.028,10.0,,294.0932,20.7634,1155
2G0564500-0048576,56.45,-0.4858,0.2199999988079071,0.6100000143051147,0.49000000953674316,0.550000011920929,0.20000000298023224,23,128,0.5899999737739563,0.18000000715255737,0.10000000149011612,R,,1G056450-004861,G056.449-00.486,,,294.5363,20.5644,1156
2G0568974+0047338,56.8975,0.4734,0.5899999737739563,2.2699999809265137,1.5199999809265137,1.9299999475479126,0.3799999952316284,34,159,0.7400000095367432,0.17000000178813934,0.25999999046325684,R,,1G056895+004700,G056.889+00.468,,,293.8739,21.4234,1157
2G0569756-0023644,56.9757,-0.2364,0.09000000357627869,0.36000001430511475,0.27000001072883606,0.3199999928474426,0.07999999821186066,39,72,0.6600000262260437,0.11999999731779099,0.3100000023841858,R,,1G056976-002384,G056.977-00.241,,,294.5796,21.1449,1158
2G0571125-0019915,57.1126,-0.1992,0.3199999928474426,0.9700000286102295,0.8600000143051147,0.9200000166893005,0.3400000035762787,176,129,0.4699999988079071,0.30000001192092896,0.3700000047683716,R,,1G057114-001993,G057.113-00.197,,,294.6168,21.2824,1159
2G0572893-0015249,57.2893,-0.1525,0.1899999976158142,0.47999998927116394,0.3799999952316284,0.4300000071525574,0.20999999344348907,54,70,0.6000000238418579,0.1899999976158142,0.20000000298023224,R,,1G057289-001527,G057.288-00.154,,,294.6663,21.4593,1160
2G0574324+0006348,57.4325,0.0635,0.20999999344348907,0.47999998927116394,0.38999998569488525,0.4399999976158142,0.11999999731779099,4,77,0.5899999737739563,0.10999999940395355,0.11999999731779099,C,,,,,,294.5394,21.69,1161
2G0574719+0030381,57.472,0.3038,0.4300000071525574,1.0800000429153442,0.8600000143051147,0.9800000190734863,0.1899999976158142,12,129,0.6000000238418579,0.11999999731779099,0.36000001430511475,R,,1G057471+003043,G057.470+00.303,,,294.3347,21.8422,1162
2G0575396-0028315,57.5397,-0.2832,0.5,1.409999966621399,1.149999976158142,1.2799999713897705,0.550000011920929,8,137,0.5799999833106995,0.5400000214576721,0.3499999940395355,R,,1G057544-002820,G057.541-00.279,8.800000190734863,N123,294.921,21.6131,1163
2G0577963+0004120,57.7964,0.0412,0.7799999713897705,0.7599999904632568,0.5799999833106995,0.6800000071525574,0.28999999165534973,52,122,0.6499999761581421,0.10000000149011612,0.1599999964237213,R,,,G057.801+00.042,,,294.7528,21.9961,1164
2G0581248+0090754,58.1249,0.9075,0.10999999940395355,0.3499999940395355,0.2800000011920929,0.3199999928474426,0.07999999821186066,30,84,0.6000000238418579,0.10999999940395355,0.18000000715255737,R,,1G058124+009100,G058.121+00.910,,,294.11,22.7067,1165
2G0586056+0063631,58.6057,0.6363,0.7099999785423279,1.6200000047683716,1.4299999475479126,1.5299999713897705,0.5299999713897705,13,130,0.46000000834465027,0.3199999928474426,0.3700000047683716,R,,1G058604+006396,G058.602+00.639,,N124,294.6219,22.9934,1166
2G0586355-0003363,58.6356,-0.0336,0.10999999940395355,0.4099999964237213,0.3100000023841858,0.36000001430511475,0.07999999821186066,1,71,0.6499999761581421,,0.23999999463558197,C,,1G058633-000307,G058.634-00.033,,,295.2705,22.6894,1167
2G0587650+0065427,58.765,0.6543,0.25,0.8500000238418579,0.7599999904632568,0.800000011920929,0.23999999463558197,24,123,0.44999998807907104,0.27000001072883606,0.25,R,,1G058766+006541,G058.769+00.648,4.400000095367432,N125,294.6898,23.141,1168
2G0592239-0047766,59.2239,-0.4777,0.15000000596046448,0.5600000023841858,0.38999998569488525,0.47999998927116394,0.20000000298023224,74,110,0.7200000286102295,0.20999999344348907,0.20999999344348907,R,,1G059224-004777,,,,296.0057,22.9795,1169
2G0592996-0006873,59.2996,-0.0687,1.0700000524520874,7.570000171661377,6.289999961853027,6.960000038146973,1.149999976158142,82,168,0.5600000023841858,0.1599999964237213,0.44999998807907104,R,,1G059282-000655,,,,295.661,23.2487,1170
2G0596039+0032403,59.6039,0.324,0.20000000298023224,1.909999966621399,1.7300000190734863,1.8200000524520874,0.17000000178813934,32,51,0.41999998688697815,,0.25999999046325684,C,,1G059602+003212,G059.600+00.316,4.300000190734863,N126,295.4539,23.7078,1171
2G0596103+0091680,59.6103,0.9168,0.05000000074505806,0.23000000417232513,0.20000000298023224,0.20999999344348907,0.03999999910593033,5,111,0.4699999988079071,0.23999999463558197,0.4699999988079071,R,,,G059.612+00.917,4.300000190734863,,294.8937,24.0061,1172
2G0596230-0022229,59.623,-0.2223,0.1899999976158142,0.699999988079071,0.5899999737739563,0.6499999761581421,0.1899999976158142,34,95,0.5400000214576721,0.05999999865889549,0.12999999523162842,R,,,G059.623-00.222,,,295.9815,23.4527,1173
2G0596647+0006478,59.6647,0.0648,0.15000000596046448,0.4399999976158142,0.25,0.3499999940395355,0.05000000074505806,45,49,0.8199999928474426,,0.14000000059604645,C,,,G059.664+00.063,,,295.7325,23.6319,1174
2G0597617-0003088,59.7617,-0.0309,0.6800000071525574,0.8100000023841858,0.5299999713897705,0.6800000071525574,0.4399999976158142,64,68,0.7599999904632568,0.07000000029802322,0.07000000029802322,C,,,G059.755-00.028,,,295.8759,23.6684,1175
2G0597878-0024276,59.7878,-0.2428,0.1599999964237213,0.949999988079071,0.7599999904632568,0.8600000143051147,0.12999999523162842,168,63,0.6000000238418579,,0.1599999964237213,C,,1G059790-002422,G059.791-00.243,,,296.0905,23.5853,1176
2G0597934+0024121,59.7935,0.2412,0.18000000715255737,1.2300000190734863,0.9399999976158142,1.090000033378601,0.1599999964237213,166,12,0.6499999761581421,,0.12999999523162842,C,,1G059797+002436,G059.796+00.241,9.100000381469727,,295.6352,23.8313,1177
2G0597991+0062756,59.7992,0.6276,0.30000001192092896,0.8700000047683716,0.7699999809265137,0.8199999928474426,0.28999999165534973,10,99,0.44999998807907104,0.11999999731779099,0.23000000417232513,R,,1G059799+006281,G059.801+00.630,4.300000190734863,,295.2711,24.0277,1178
2G0598350+0001031,59.8351,0.0103,0.4399999976158142,1.3200000524520874,1.0800000429153442,1.2100000381469727,0.4399999976158142,55,125,0.5799999833106995,0.28999999165534973,0.3100000023841858,R,,1G059837+000112,G059.835+00.009,,,295.8768,23.7526,1179
2G0598749+0076139,59.875,0.7614,0.09000000357627869,0.3499999940395355,0.27000001072883606,0.3199999928474426,0.07000000029802322,74,94,0.6399999856948853,0.14000000059604645,0.18000000715255737,R,,1G059875+007616,G059.872+00.760,,,295.1847,24.1597,1180
2G0602328-0044417,60.2329,-0.4442,0.4399999976158142,0.8899999856948853,0.6200000047683716,0.7699999809265137,0.3700000047683716,20,160,0.7200000286102295,0.07000000029802322,0.10000000149011612,C,,1G060233-004473,G060.235-00.446,,,296.5244,23.8697,1181
2G0606303-0068883,60.6303,-0.6888,0.1599999964237213,0.5400000214576721,0.4300000071525574,0.49000000953674316,0.17000000178813934,49,86,0.6100000143051147,0.07000000029802322,0.09000000357627869,C,,1G060630-006893,G060.627-00.689,,,296.9747,24.0899,1182
2G0606589-0002319,60.659,-0.0232,0.20000000298023224,0.8600000143051147,0.8100000023841858,0.8299999833106995,0.10999999940395355,28,128,0.33000001311302185,0.17000000178813934,0.25,R,,1G060662-000267,G060.659-00.031,9.100000381469727,,296.3595,24.4495,1183
2G0608726-0010968,60.8726,-0.1097,0.33000001311302185,0.46000000834465027,0.4399999976158142,0.44999998807907104,0.11999999731779099,170,88,0.28999999165534973,0.05000000074505806,0.3199999928474426,R,,1G060872-001074,G060.873-00.108,,,296.5595,24.5909,1184
2G0608815-0013334,60.8816,-0.1333,0.1899999976158142,0.5600000023841858,0.5,0.5299999713897705,0.10999999940395355,48,78,0.44999998807907104,0.019999999552965164,0.15000000596046448,R,,,G060.881-00.135,,,296.5869,24.5868,1185
2G0609415-0008074,60.9415,-0.0807,1.1699999570846558,4.309999942779541,2.5799999237060547,3.559999942779541,0.8100000023841858,50,61,0.800000011920929,,0.17000000178813934,C,,1G060930-000902,G060.904-00.064,,,296.57,24.6651,1186
2G0610541-0082580,61.0542,-0.8258,0.15000000596046448,0.6000000238418579,0.5099999904632568,0.550000011920929,0.10999999940395355,19,112,0.5199999809265137,0.17000000178813934,0.25,R,,1G061055-008256,G061.053-00.825,,,297.3395,24.3862,1187
2G0611390-0089689,61.1391,-0.8969,0.36000001430511475,1.4900000095367432,1.0800000429153442,1.2999999523162842,0.20999999344348907,170,85,0.6899999976158142,,0.41999998688697815,C,,1G061141-008957,G061.144-00.891,8.300000190734863,,297.4541,24.4232,1188
2G0612975-0033161,61.2975,-0.3316,0.3199999928474426,0.5699999928474426,0.4099999964237213,0.5,0.28999999165534973,12,105,0.6899999976158142,0.25,0.41999998688697815,R,,1G061294-003308,G061.292-00.331,9.899999618530273,,297.0062,24.8462,1189
2G0616705+0094380,61.6705,0.9438,0.5199999809265137,3.059999942779541,2.369999885559082,2.740000009536743,0.3400000035762787,25,98,0.6299999952316284,0.41999998688697815,0.41999998688697815,R,,1G061667+009432,G061.668+00.946,16.899999618530273,N128,295.9929,25.8089,1190
2G0617557+0084717,61.7557,0.8472,0.7900000214576721,2.9000000953674316,2.3499999046325684,2.640000104904175,0.5199999809265137,30,103,0.5899999737739563,0.23999999463558197,0.27000001072883606,R,,1G061767+008477,G061.756+00.846,14.399999618530273,N129,296.1331,25.8346,1191
2G0623826-0056537,62.3826,-0.5654,0.3799999952316284,2.309999942779541,1.4600000381469727,1.9299999475479126,0.25,157,59,0.7799999713897705,,0.1899999976158142,C,,1G062384-005659,G062.371-00.550,,N130,297.8382,25.6621,1192
2G0627276+0061891,62.7277,0.6189,0.3100000023841858,1.149999976158142,0.8199999928474426,1.0,0.25999999046325684,63,80,0.699999988079071,,0.30000001192092896,C,,1G062726+006237,G062.728+00.617,,,296.8969,26.5606,1193
2G0629310+0008620,62.9311,0.0862,0.4000000059604645,1.25,0.8899999856948853,1.0800000429153442,0.28999999165534973,63,148,0.699999988079071,0.03999999910593033,0.44999998807907104,R,,1G062930+000871,G062.921+00.079,,,297.5253,26.4661,1194
2G0630466-0013251,63.0466,-0.1325,1.409999966621399,2.799999952316284,1.9600000381469727,2.4200000762939453,0.8100000023841858,29,76,0.7099999785423279,,0.18000000715255737,C,,,G063.050-00.124,,,297.8012,26.4541,1195
2G0630514-0032994,63.0514,-0.33,0.4000000059604645,1.0099999904632568,0.7699999809265137,0.8999999761581421,0.4399999976158142,179,147,0.6399999856948853,0.12999999523162842,0.1599999964237213,R,D,1G063049-003298,G063.052-00.332,8.800000190734863,,297.9935,26.3572,1196
2G0630883-0040345,63.0884,-0.4034,0.8500000238418579,5.46999979019165,5.190000057220459,5.329999923706055,0.8100000023841858,58,124,0.3100000023841858,0.20999999344348907,0.46000000834465027,R,P,1G063087-004070,G063.093-00.401,,N131,298.085,26.3514,1197
2G0631113+0033617,63.1113,0.3362,0.4099999964237213,1.559999942779541,1.100000023841858,1.350000023841858,0.23000000417232513,81,69,0.7099999785423279,,0.17000000178813934,C,,1G063106+003347,G063.119+00.331,3.799999952316284,,297.3869,26.7484,1198
2G0631189+0043879,63.119,0.4388,0.12999999523162842,0.5799999833106995,0.5199999809265137,0.550000011920929,0.12999999523162842,4,86,0.4399999976158142,0.10999999940395355,0.14000000059604645,R,,,G063.122+00.439,3.799999952316284,,297.2922,26.807,1199
2G0631349+0024524,63.135,0.2452,0.30000001192092896,1.0199999809265137,0.8199999928474426,0.9300000071525574,0.20000000298023224,29,147,0.5899999737739563,0.15000000596046448,0.3799999952316284,R,,1G063137+002452,G063.136+00.246,,,297.4881,26.7225,1200
2G0631620+0044207,63.162,0.4421,0.75,2.450000047683716,1.7799999713897705,2.140000104904175,0.5899999737739563,55,112,0.6899999976158142,0.03999999910593033,0.47999998927116394,R,,1G063163+004407,G063.164+00.449,,N133,297.3135,26.8458,1201
2G0638343+0053284,63.8344,0.5328,1.350000023841858,3.549999952316284,2.299999952316284,2.990000009536743,0.9399999976158142,76,60,0.7599999904632568,,0.23999999463558197,C,,1G063848+005481,G063.827+00.521,,,297.6097,27.471,1202
2G0639420-0019868,63.9421,-0.1987,1.149999976158142,1.100000023841858,0.8299999833106995,0.9800000190734863,0.49000000953674316,51,81,0.6600000262260437,0.3499999940395355,0.12999999523162842,R,,1G063945-002109,G063.945-00.189,,,298.3791,27.1891,1203
2G0641362-0047438,64.1363,-0.4744,0.33000001311302185,1.0099999904632568,0.6700000166893005,0.8500000238418579,0.27000001072883606,28,99,0.75,0.20999999344348907,0.33000001311302185,R,,1G064139-004791,G064.130-00.475,3.0,N134,298.7573,27.2133,1204
2G2956785-0094466,295.6785,-0.9447,0.23000000417232513,0.8100000023841858,0.6800000071525574,0.75,0.30000001192092896,10,95,0.5600000023841858,0.18000000715255737,0.12999999523162842,R,,,G295.669-00.941,,,176.7674,-62.9064,1205
2G2956987-0019266,295.6987,-0.1927,1.2000000476837158,6.869999885559082,5.489999771118164,6.21999979019165,0.9700000286102295,94,71,0.6000000238418579,,0.3100000023841858,C,P,1G295703-001961,G295.728-00.215,9.300000190734863,,177.2069,-62.182,1206
2G2957292-0029682,295.7292,-0.2968,0.12999999523162842,0.38999998569488525,0.30000001192092896,0.3499999940395355,0.07999999821186066,135,109,0.6200000047683716,0.10000000149011612,0.1899999976158142,R,,,,,,177.2168,-62.2903,1207
2G2957929-0014970,295.7929,-0.1497,0.3799999952316284,0.7599999904632568,0.6200000047683716,0.6899999976158142,0.25,65,74,0.5899999737739563,0.17000000178813934,0.20999999344348907,R,D,,,,,177.4249,-62.1627,1208
2G2964858-0044719,296.4858,-0.4472,0.019999999552965164,0.23000000417232513,0.14000000059604645,0.1899999976158142,0.019999999552965164,0,68,0.8199999928474426,,0.2800000011920929,C,,,G296.486-00.448,,,178.735,-62.6097,1209
2G2972402-0074090,297.2403,-0.7409,0.20000000298023224,1.3700000047683716,1.0199999809265137,1.2100000381469727,0.18000000715255737,40,56,0.6700000166893005,0.09000000357627869,0.10000000149011612,C,P,1G297242-007433,G297.251-00.731,,,180.2194,-63.0526,1210
2G2972460-0075429,297.2461,-0.7543,0.28999999165534973,0.5799999833106995,0.5,0.5400000214576721,0.1899999976158142,21,90,0.5099999904632568,0.07000000029802322,0.14000000059604645,R,D,1G297252-007547,G297.248-00.754,,,180.2262,-63.0668,1211
2G2973119-0028682,297.312,-0.2868,0.699999988079071,1.5199999809265137,1.1799999475479126,1.3600000143051147,0.33000001311302185,39,97,0.6299999952316284,,0.1599999964237213,C,,1G297314-002877,G297.312-00.295,,,180.5646,-62.6207,1212
2G2974096-0063761,297.4097,-0.6376,0.6899999976158142,1.2400000095367432,0.9399999976158142,1.100000023841858,0.5,152,104,0.6499999761581421,0.14000000059604645,0.1899999976158142,R,,1G297414-006371,,,,180.6295,-62.9836,1213
2G2974640-0073190,297.4641,-0.7319,0.17000000178813934,0.3799999952316284,0.3400000035762787,0.36000001430511475,0.07999999821186066,45,97,0.4300000071525574,0.07999999821186066,0.1899999976158142,R,,,G297.463-00.733,10.699999809265137,,180.7082,-63.0865,1214
2G2974667-0078330,297.4667,-0.7833,0.05999999865889549,0.4399999976158142,0.25,0.36000001430511475,0.03999999910593033,82,94,0.8299999833106995,,0.15000000596046448,C,,,G297.464-00.784,,,180.6925,-63.1375,1215
2G2974946-0076141,297.4947,-0.7614,0.6100000143051147,1.8600000143051147,1.5299999713897705,1.7100000381469727,0.47999998927116394,30,95,0.5699999928474426,0.3400000035762787,0.11999999731779099,R,,1G297498-007625,G297.497-00.758,10.199999809265137,,180.7625,-63.1212,1216
2G2975935-0003173,297.5935,-0.0317,0.7799999713897705,2.5399999618530273,1.6799999475479126,2.1600000858306885,0.5,19,70,0.75,,0.12999999523162842,C,,,G297.570-00.036,,,181.2661,-62.4218,1217
2G2976468-0095970,297.6468,-0.9597,0.11999999731779099,0.9599999785423279,0.6499999761581421,0.8199999928474426,0.12999999523162842,82,83,0.7300000190734863,0.28999999165534973,0.3400000035762787,R,,,,,S184,181.013,-63.3442,1218
